bal_1,brick_1,d2_1,d3_1,d4_1,dist_1,floor_1,price_1,totsp_1,walk_1,,bal_2,brick_2,d2_2,d3_2,d4_2,dist_2,floor_2,price_2,totsp_2,walk_2,,bal_3,brick_3,d2_3,d3_3,d4_3,dist_3,floor_3,price_3,totsp_3,walk_3,,bal_4,brick_4,d2_4,d3_4,d4_4,dist_4,floor_4,price_4,totsp_4,walk_4,,bal_5,brick_5,d2_5,d3_5,d4_5,dist_5,floor_5,price_5,totsp_5,walk_5,,bal_6,brick_6,d2_6,d3_6,d4_6,dist_6,floor_6,price_6,totsp_6,walk_6,,bal_7,brick_7,d2_7,d3_7,d4_7,dist_7,floor_7,price_7,totsp_7,walk_7,,bal_8,brick_8,d2_8,d3_8,d4_8,dist_8,floor_8,price_8,totsp_8,walk_8,,bal_9,brick_9,d2_9,d3_9,d4_9,dist_9,floor_9,price_9,totsp_9,walk_9,,bal_10,brick_10,d2_10,d3_10,d4_10,dist_10,floor_10,price_10,totsp_10,walk_10
0,0,0,0,0,15.6,1,45.2,35,1,,1,0,0,0,0,12.6,0,37,37,1,,1,1,0,0,0,7.2,1,30.5,30,1,,1,0,0,0,0,9,0,43,36,1,,1,1,1,0,0,2.65,0,34,44,0,,0,1,0,1,0,5.83767,1,87,73,0,,1,1,0,0,0,12,0,45.9,36,1,,1,0,0,1,0,13.4,1,59,63,0,,0,0,1,0,0,5,0,37,38,1,,1,1,1,0,0,8.2,1,59,55,1
1,0,1,0,0,16.5,1,39.6,37,0,,0,0,0,1,0,14.15,0,40.5,61.5,0,,1,1,1,0,0,9,1,64,65,0,,1,1,0,0,0,7.2,0,38,32,1,,0,1,1,0,0,2.65,1,95,61,1,,0,0,0,0,0,4.8,1,34,32,1,,1,0,0,0,0,8.03,1,39,42,0,,0,0,0,0,0,9.6,1,29.4,31,0,,1,0,0,0,0,9.6,0,33,35,0,,0,1,0,1,0,9.6,1,66,63,1
1,0,1,0,0,5,0,63,54,1,,1,1,0,0,0,6.7,0,41,32,1,,0,1,1,0,0,5.3,1,55,57,1,,1,0,0,0,0,10.2,0,33,35,1,,1,0,0,0,0,5.4,0,35,34,1,,1,0,1,0,0,7.808969,1,80,58,,,0,0,0,0,0,12.6,0,27,36,1,,0,1,0,1,0,3,0,80,86,1,,0,1,1,0,0,9,1,60,47,0,,1,0,0,0,0,9.6,0,35.8,38,0
0,0,0,0,0,16.8,1,34,39,1,,1,0,0,0,0,15.6,1,30,32,1,,1,0,0,0,0,6,1,46,38.3,1,,1,1,0,0,0,13.15,1,33,33,0,,1,0,0,0,0,11.4,0,35,39,1,,1,0,0,1,0,17,0,45,65,1,,1,1,1,0,0,4.2,0,70,58,1,,1,1,0,0,0,12.6,1,29,32,0,,,,0,0,0,10,,24,33,1,,1,1,1,0,0,5.941381,1,81,64,
1,0,1,0,0,9,1,48,46,0,,0,1,1,0,0,9,0,40,40,1,,0,1,0,1,0,7.895,0,75,80,1,,1,1,0,0,0,5.4,1,34,32,1,,0,1,1,0,0,3.71,0,45,59,0,,1,1,1,0,0,3.5,1,76,65,1,,0,,0,0,0,9,1,40,37,,,1,0,0,0,0,12.6,0,34,36,0,,0,0,0,0,0,15.6,1,28,32,1,,1,1,1,0,0,2.765863,1,64,37.4,
0,1,0,1,0,10.59429,1,85,80,1,,0,,0,0,0,4.09,0,29,30,,,0,0,0,0,0,2.4,0,34,34,1,,1,0,1,0,0,15.6,1,43,45,1,,1,0,0,0,0,12,0,29,39,1,,0,1,1,0,0,6,0,61,51,1,,1,0,0,0,0,12.6,1,19.3,33,0,,1,0,1,0,0,5,1,40,47,0,,0,0,0,1,0,17.72922,1,72,86,0,,0,0,0,0,0,14.9,1,32,39,0
1,0,0,0,0,8.03,1,40,41,0,,1,0,1,0,0,7.5,1,42,47,1,,1,1,0,1,0,11.02671,1,96,80,1,,1,0,1,0,0,7.95,1,56,52,1,,1,0,0,0,0,15.6,1,30,32,1,,1,0,0,0,0,1.254,1,70,32,1,,0,1,0,0,0,7.2,0,35,30,1,,1,1,0,0,1,6.8,1,190,125,1,,1,0,0,0,1,13.9,1,86,89,1,,0,0,0,0,0,12.53,1,32,39,1
1,0,0,0,0,9.7,1,43,38.5,1,,1,0,0,0,0,10.8,0,44,39,1,,1,0,0,0,0,7.804,1,48,40,1,,1,0,1,0,0,9,1,50,46,0,,1,1,0,0,0,10,1,27,30,0,,1,1,0,0,0,5.4,1,37,29,1,,1,0,0,0,0,7.2,1,31,35,1,,1,0,0,0,0,4.8,1,36,32,1,,1,0,0,1,0,12.75639,1,48,62,1,,1,1,0,0,0,12,0,42,37,1
0,1,0,1,0,8.86461,1,78,70,1,,1,0,0,0,0,16.5,1,35,37.2,1,,1,0,0,1,0,11.15,1,52,56,0,,1,0,0,0,0,9.6,1,31,38,0,,0,0,0,0,0,12,0,30,36,0,,0,0,0,0,0,3.6,0,41,38,1,,0,1,1,0,0,2.65,1,120,70.8,1,,1,1,1,0,0,10.74895,1,70,55.5,,,1,0,0,0,0,10.906,1,28,39,0,,0,1,1,0,0,4,1,79,66,1
0,1,1,0,0,3,1,63,52,1,,1,1,1,0,0,2.4,1,65,56,1,,1,0,0,0,0,12.6,1,28.5,31,1,,1,0,0,0,0,11.4,1,37.2,39,1,,1,1,0,0,0,8.15,1,36,37.8,0,,1,0,1,0,0,3.71,1,47,51,0,,1,0,0,0,0,7.2,1,41,34,1,,0,1,1,0,0,9.037699,0,35,43.4,,,1,0,0,0,0,13,1,35.5,35.5,1,,1,0,0,0,0,15.6,1,35,39,1
0,0,0,0,0,14.4,1,31,32,1,,1,1,1,0,0,3,1,53,45,1,,0,1,1,0,0,3.71,1,68,57,1,,1,1,1,0,0,2.65,1,88,64.1,1,,0,1,1,0,0,2.65,1,82,58,1,,1,0,1,0,0,5.941381,1,65,48,,,1,0,0,0,0,5.2,1,43,34,1,,0,,0,0,0,14.62,1,19,18,,,1,1,0,1,0,3.45936,1,125,71,1,,1,0,1,0,0,9,1,36,38,1
0,0,1,0,0,2.3,1,72,57.1,1,,1,0,0,0,0,7.2,1,29,36,0,,1,0,0,0,0,10.8,1,34,35,0,,0,0,0,0,0,13.8,1,35,33,1,,1,0,0,0,0,10.203,1,29,35,0,,1,1,1,0,0,3.42,1,96,52,1,,0,0,0,0,0,14.4,1,32,33,1,,0,1,1,0,0,2.334523,1,79,61.5,,,1,0,1,0,0,3.71,1,51,53,1,,1,0,0,0,0,5.4,1,32,31,1
0,0,0,0,0,7.8,1,34,40,0,,1,1,1,0,0,9,1,64,65,0,,1,1,1,0,0,5.3,1,102,64,1,,1,0,0,0,0,7.64,1,36,35,1,,1,0,0,0,0,12.6,0,33,35,1,,0,1,0,0,0,9.196,1,29,31,1,,1,0,0,1,0,16.86438,1,61,64,1,,1,0,0,0,0,12.6,1,27,31,1,,1,1,1,0,0,7.6,1,59,60,1,,1,0,0,0,0,12.6,1,31,30,1
1,1,0,0,0,3.4,1,70,40,1,,1,0,0,1,0,7.78356,1,67,79,1,,1,0,0,0,0,12.03,1,36,35,1,,1,0,0,0,0,9.6,0,29,35,0,,1,0,0,0,0,8.03,1,30,32,1,,,,0,0,0,7.5,,47,40,1,,1,1,1,0,0,3,0,79,56,1,,1,0,0,0,0,11.4,1,31,36,1,,0,1,1,0,0,5.3,1,46,43,1,,1,0,1,0,0,5.3,1,43,59.5,0
1,0,0,1,0,9.6,1,48,62,0,,0,0,0,0,0,15,0,26.5,33,0,,0,1,0,1,0,12.10776,1,77,98,1,,0,1,0,0,0,12.6,0,25,32,1,,1,0,0,0,0,13.3,1,46,39,1,,1,0,0,1,0,13.5,1,53.8,78,0,,1,1,0,0,0,7.2,0,34,31,1,,1,1,0,0,1,15.2,1,110,100,1,,0,0,0,0,0,9.6,1,28,33,1,,0,1,1,0,0,10.5,0,55,52,1
0,0,0,0,0,12.6,1,25.5,25,1,,1,0,0,0,0,13.8,1,37,33,1,,1,1,0,1,0,11.7,1,170,76,1,,1,1,0,0,0,10.7,1,46,38,1,,0,0,0,0,0,7.2,1,35,33,0,,1,0,0,0,0,15.37,0,29,37,0,,0,1,1,0,0,15.69841,1,31,40,,,0,0,1,0,0,4.89183,1,70,54.5,,,0,1,0,1,0,2.37831,1,90,67,1,,1,0,1,0,0,4.5,1,59,54,0
1,0,1,0,0,2.65,1,78,58,0,,0,0,1,0,0,16.5,1,38.5,44,0,,1,0,0,0,0,15.6,1,35,38,1,,1,0,0,1,0,11.5,1,86,76,0,,1,0,0,0,0,14.8,1,44,39.1,1,,1,0,0,0,0,7.2,3.5,30.5,29,1,,1,0,0,0,0,15.6,1,30,32,1,,1,1,1,0,0,5.3,1,41,40,1,,1,,0,0,0,13.27,1,34,39,,,0,1,0,1,0,3.02694,1,61.5,63,1
1,1,0,0,0,7.804,1,29.5,30,0,,0,0,0,0,0,1.9,1,45.6,32.4,1,,,,0,0,0,,,32.5,36,1,,1,0,0,0,0,17.13,1,29,41,0,,1,1,1,0,0,3,0,40,39,0,,1,0,0,0,0,16.8,0,31,38,1,,1,1,1,0,0,2.3,1,36.5,44,0,,0,0,0,0,0,15.6,1,32.2,38,0,,1,0,0,0,0,9.6,0,32,38,1,,1,0,0,0,0,3.6,1,37,35,1
1,0,0,0,0,10.2,1,29,32,1,,1,1,1,0,0,16.5,0,80,76,0,,0,1,1,0,0,12.2,0,34,45,1,,0,1,0,0,0,5.7,0,32,33,1,,1,0,0,0,0,13.8,0,42.5,39,1,,1,0,0,1,0,10.16187,0,42,49,0,,1,1,0,0,0,12.6,1,32,32,0,,1,0,1,0,0,12.2,1,38,42,1,,1,0,0,0,0,18,0,35,39,0,,1,0,0,0,0,3.4,1,49,34.6,1
1,0,0,0,0,9.96,1,31,34,0,,0,0,0,0,0,2.622,1,39.5,39,0,,1,0,1,0,0,5.3,1,56,58,1,,1,0,0,0,0,2.698,1,48,35,1,,1,0,1,0,0,12.6,1,65,57.5,1,,1,0,0,0,0,6.08,1,26.5,31.8,1,,1,0,0,0,0,15.32,1,35,34,1,,1,0,0,1,0,16.21575,0,47,83,0,,1,0,0,0,0,9.6,0,29,34,1,,1,0,0,0,0,12.7,1,55,45,1
1,1,0,0,0,12.35,1,34.9,35,1,,0,0,0,1,0,11.89155,0,60,73,1,,1,1,1,0,0,1.59,1,42,44,1,,0,0,0,0,0,13,0,18,28,0,,0,0,0,0,0,10.2,0,19.5,22,1,,0,0,0,0,0,9.6,0,25.5,30,1,,1,1,0,1,0,13.815,1,52,57.8,0,,1,1,0,1,0,9.5,1,207,81.2,0,,1,1,0,0,1,13.7,1,140,100,1,,1,1,0,1,0,9.72945,1,62,62,1
1,1,0,1,0,10.16187,1,85,78,0,,1,,0,0,0,12.03,1,45.1,38,,,0,0,0,1,0,6,1,78,93,1,,0,0,0,0,0,11.4,1,29,33,0,,0,1,0,1,0,12.10776,0,46,57,0,,1,0,0,0,0,11.4,1,29.5,35,1,,1,1,1,0,0,7.5,0,60,66,1,,1,0,0,0,0,10.2,1,38.5,35,1,,1,,0,0,0,8.68,1,35,32,,,0,1,0,0,0,9.6,0,20,18,1
1,1,0,0,0,1.254,0,82,39,1,,1,0,1,0,0,5.3,1,63,50,1,,1,0,0,0,0,9.6,0,32,36,1,,1,0,0,0,0,12.8,1,33,38.7,0,,0,1,0,0,0,12.8,0,27.5,30.6,1,,1,1,0,1,0,8.285,0,105,78.4,1,,1,0,0,0,0,8.8,1,32,38,1,,1,1,1,0,0,7.778174,1,70,53.9,,,1,0,0,1,0,12.54018,1,65,65,1,,0,0,0,0,0,9.6,0,26,31,1
1,1,1,0,0,12,1,33,43,1,,1,1,0,0,0,1.3,0,56,33,1,,1,0,0,1,0,11.89155,1,53.4,76,0,,1,0,0,0,1,11.7,0,92,100,1,,1,0,1,0,0,4.24,1,110,74,0,,1,1,0,0,0,2.6,1,45,37.8,1,,1,0,0,0,0,10.2,1,30,30,1,,0,1,0,0,0,2.75,1,59,65.4,1,,1,1,0,1,0,7.78356,0,58,70,0,,0,1,0,1,0,4.54041,1,73,81,1
1,0,0,1,0,17,1,49,64,1,,0,0,0,0,0,7.2,0,31.5,32,0,,1,1,0,1,0,18.125,1,89,73,1,,1,0,0,0,0,12,0,30,38,1,,1,0,0,1,0,15,0,43,51,1,,1,0,1,0,0,5,0,46,52,0,,1,1,0,0,0,7.2,1,28.5,30,0,,0,1,0,1,0,6.5,1,115,78,0,,1,0,1,0,0,17.48971,1,51,54,,,1,0,0,0,0,10.8,1,35,35,1
0,0,0,1,0,11.89155,1,56,76,1,,1,0,0,0,0,14.44,1,41.5,38,1,,1,0,0,0,0,12,1,36,37,1,,0,,0,0,0,13.27,1,26,33,,,1,0,0,1,0,13,0,74,76,1,,0,1,0,1,0,7.485,1,85,85,1,,1,1,0,0,0,10.2,0,37,36.6,1,,1,1,0,1,0,7.56735,1,103,76,1,,1,1,1,0,0,9,1,51,47,0,,0,0,0,1,0,3.02694,1,120,70,1
1,0,0,0,1,5.4,0,85,65,0,,0,1,0,0,0,9.6,1,29,35,0,,1,0,0,0,0,17.024,1,33,35,1,,1,0,1,0,0,3,1,45,54,0,,1,0,0,0,0,12,1,34,37,1,,1,1,0,1,0,4.3242,1,100,67,1,,1,0,0,0,0,12.35,1,37,38.7,1,,1,1,1,0,0,3.6,0,55,54.3,1,,1,0,0,0,0,8.55,1,36,39,1,,0,0,0,0,0,15.2,0,31,33.2,1
0,0,0,1,0,14.91849,0,59,75,0,,1,0,1,0,0,6,0,62,44,1,,1,0,0,0,0,10.8,1,37,36,1,,0,0,0,0,0,16.8,0,33,39,1,,0,0,0,0,0,5.7,0,28,32,1,,0,0,0,0,0,12,0,33,36,1,,,,0,0,0,9.3,,35,32.5,1,,1,0,0,0,0,11.4,0,36,37,1,,1,0,0,0,0,3.64,1,57.5,45.6,1,,1,0,1,0,0,4.801042,1,37.5,37,
1,1,0,1,0,3.89178,1,100,63,1,,1,0,0,1,0,15,1,53,75,0,,1,1,1,0,0,7.778174,1,78,54,,,1,0,0,0,0,9,0,46,39,1,,1,1,1,0,0,16.5,1,92.2,87,1,,1,1,0,0,0,4.8,0,42,32,1,,1,0,1,0,0,9,1,54,55,1,,0,0,1,0,0,19.5,1,36.5,45,1,,1,1,0,0,0,9.1,1,31,30.5,1,,1,1,1,0,0,16.5,1,38,40,1
0,1,1,0,0,7.5,0,37,42,1,,1,1,0,0,0,7.8,1,35,31,1,,0,1,0,0,0,2.4,0,39,43,1,,0,1,0,1,0,1.72968,0,79,67,0,,0,0,0,0,0,9.6,1,30,30,1,,1,1,0,0,0,12.6,0,29,31,1,,1,0,1,0,0,2.65,1,42,46,1,,1,0,0,0,0,16.8,0,33,38,1,,1,0,0,0,0,16.8,0,32,39,0,,0,0,0,1,0,13.5,0,37,56,1
0,1,0,0,0,15.6,1,33,37.4,1,,1,0,0,0,1,4.7,1,87,99,1,,1,1,0,0,1,10.4,1,100,98,1,,1,0,0,0,0,7.2,0,32,36,0,,1,1,0,0,0,4.8,1,55,36,1,,1,0,0,1,0,16.8,1,72,59,1,,0,0,0,0,0,7.2,0,29,30,1,,0,1,0,0,0,7.8,1,35,36,1,,1,0,0,0,0,10.8,0,40,38,1,,1,0,0,0,0,9,1,43,39,1
1,1,0,1,0,7.56735,1,73,55,1,,0,0,0,0,0,12.78,1,32.5,39,0,,0,,0,0,0,11.28,1,31,36,,,0,1,0,1,0,8,0,64,72,0,,1,1,1,0,0,9,1,55,47,0,,,,0,0,0,9.7,,37,39.1,1,,1,0,0,1,0,11.45913,1,47,54,1,,1,0,1,0,0,7.95,1,47,54,0,,1,0,0,0,0,7.2,0,36,34,0,,1,0,0,1,0,13.18881,0,45,65,0
0,1,0,0,0,12.6,0,27,33,1,,1,0,0,0,0,14.44,1,43,38,1,,1,0,0,0,0,15.6,1,33,35,1,,1,1,0,0,0,13.8,1,33,30,1,,1,1,1,0,0,6,1,70,69,1,,1,0,0,1,0,13,1,100,75,1,,0,0,0,0,0,18,1,33,38.5,0,,1,0,1,0,0,5,1,33,45,0,,0,0,0,0,0,15.352,0,31,39,0,,0,1,0,0,0,4.47,1,35,32.6,1
1,1,1,0,0,2.65,1,43,43.5,0,,1,1,0,0,0,12.6,0,32,33,0,,1,1,0,0,1,2.5,1,135,109,1,,1,0,0,0,1,12.5,1,93,107,1,,1,0,0,1,0,12.8,1,82,74,0,,0,1,1,0,0,1.2,1,42,37,1,,1,0,0,1,0,11.9,1,40,56,1,,1,0,0,1,0,16.335,1,56,62,0,,0,0,0,0,0,14.44,0,37,39,1,,0,0,0,0,0,5.3,1,38,35,1
0,1,0,0,0,2.4,1,135,61,1,,1,,0,0,0,9.78,1,43,38,,,1,0,1,0,0,2.65,1,35,45,1,,0,1,0,0,0,12.6,0,25.5,32,1,,1,1,0,1,0,7.56735,1,95,76,1,,1,0,0,1,0,11.24292,1,64,63,0,,0,1,1,0,0,7.5,0,54,57,1,,1,0,0,0,0,15.6,0,32,34,0,,1,0,0,0,0,5.32,1,47,44,0,,1,1,0,0,1,9.25,1,170,100,1
1,1,1,0,0,3,1,62,50,1,,1,0,0,0,0,5.7,1,35,32,1,,0,1,0,1,0,10,1,107,88,1,,0,0,1,0,0,15.10828,1,36.5,44.6,,,0,0,0,0,0,14.4,1,25.5,21,1,,,,0,0,0,16,,33,35,1,,1,0,0,0,0,9.6,1,30,34,0,,1,1,1,0,0,10.74895,1,78.5,64,,,1,0,0,0,0,16.8,0,33,38,0,,1,0,0,0,0,13,1,48,37,1
0,1,1,0,0,9,0,68.5,61,1,,1,0,0,1,0,13.7,1,58.5,62.7,1,,1,1,0,0,0,2.51,1,140,63,1,,0,,0,0,0,5.65,0,38,30,,,1,0,0,1,0,12.10776,1,50.5,81,0,,1,0,0,1,0,15.3,1,69,63.2,1,,0,1,0,0,0,3.9,1,30,29,1,,1,0,0,0,0,11.4,1,32,35,1,,1,0,0,1,0,19.02648,1,63,60,1,,0,0,1,0,0,7.95,1,32,45,0
1,0,1,0,0,3,1,44,39.8,0,,1,0,1,0,0,12.8,0,70,51,1,,1,0,1,0,0,2.65,1,56,54,1,,1,0,0,0,0,10.8,1,43,39,1,,1,1,0,1,0,4.45,1,93,74,0,,1,1,0,0,0,11.4,1,40,37,1,,1,0,0,0,0,15.37,1,32,39,0,,1,1,0,1,0,5.62146,1,75.6,72,1,,0,1,1,0,0,6,0,69,69,1,,1,0,0,0,0,12.92,1,33,35,0
1,0,1,0,0,2.65,1,62,53,1,,0,1,0,0,0,5.6,1,38,33.2,1,,1,0,1,0,0,13.7,1,46,46,0,,1,1,0,0,0,7.2,1,35,30,1,,1,1,1,0,0,1.2,1,150,55.2,1,,1,0,1,0,0,14.05133,1,67,56.4,,,1,0,0,0,0,16.8,1,30,35,0,,1,0,0,0,0,5,1,47,37,1,,1,0,1,0,0,21,1,54.5,54,1,,0,,0,0,0,14.62,1,43,38,
1,1,0,0,0,0.75,1,75,48,1,,1,0,0,0,0,16.8,0,34,38,1,,0,0,0,0,0,11.4,0,27,32,1,,1,0,0,1,0,17.72922,0,35,58,0,,0,1,1,0,0,2.65,0,55,51,1,,1,0,0,0,0,9.6,0,33,36,0,,1,1,0,1,0,9.72945,1,80,70,1,,1,0,1,0,0,15.5,1,53,53,0,,1,1,1,0,0,16.5,0,80,76,1,,1,1,1,0,0,7.5,0,57,56,0
0,1,0,1,0,6.70251,1,76,80,1,,1,0,0,0,0,11.4,0,38,39,1,,1,0,0,0,0,7.1,0,32,33,0,,0,0,0,0,0,8,1,36.7,36,1,,1,0,0,0,0,12,0,40,35,1,,1,0,0,0,0,3,1,46,36,1,,1,1,1,0,0,13.7,1,65,52,1,,1,1,1,0,0,2.65,0,70,58,1,,1,1,1,0,0,2.6,1,100,60,1,,1,0,0,0,1,5.3,1,85,89,1
1,0,0,0,0,15.6,0,24,32,1,,1,1,0,0,0,7.1,0,30,30,1,,1,0,1,0,0,21,0,50,55,1,,1,0,0,0,1,13.9,1,77,89,1,,0,0,0,0,0,11.9,0,40,39,1,,0,0,0,0,0,10.203,0,26.5,37,0,,1,1,0,1,0,9,0,62,72,0,,1,0,0,0,0,9.6,0,34,37,0,,0,0,0,0,0,3.686,1,53,35,1,,0,0,0,0,0,14.74,1,31.5,39,0
1,0,0,1,0,14.91849,1,51,51,0,,0,0,0,1,0,7.78356,1,50,65,0,,1,1,0,1,0,4.75662,1,63,78,0,,0,0,0,0,0,15.6,1,28,32,1,,1,0,0,1,0,12.10776,1,64,74,0,,1,0,0,0,0,9,1,33,32,0,,,,0,0,0,16.3,,33,35,1,,1,0,1,0,0,5,1,45,40,1,,1,1,0,0,0,3.32,0,57.6,43.4,1,,1,0,0,1,0,13.7,1,96.3,75,1
1,0,0,0,0,11.4,0,33.5,34,1,,0,0,0,0,0,4.8,1,34,32,1,,1,0,0,0,0,14.81,1,37,33,1,,1,0,0,0,0,12,0,35.3,35,1,,1,0,0,0,0,15.6,1,29,35,1,,0,0,0,0,0,12,1,32.5,31,1,,1,0,0,1,0,14.6,1,58.5,61.8,0,,1,0,0,0,0,14.3,1,33,38,0,,1,0,0,1,0,17.94543,0,54,61,1,,1,0,0,0,0,8.03,1,30,39,0
0,0,0,1,0,9.51324,0,70,77,1,,1,1,1,0,0,1.59,1,95,65.4,1,,1,,0,0,0,5.88,1,37,29,,,1,0,0,1,0,5.83767,1,65,65,1,,,,0,0,0,,,38,40,0,,1,0,1,0,0,2.65,0,52,56,1,,1,1,0,0,0,11.4,0,35,34,1,,,,0,0,0,,,32,37,0,,1,1,1,0,0,8.5,1,60,64,1,,1,0,0,1,0,5.1,0,70,59,1
1,1,1,0,0,16.5,1,70,64,1,,1,0,1,0,0,3.71,1,53,52,0,,1,0,0,0,0,13.15,1,37.5,38,1,,1,0,0,0,0,6.08,1,35,38,1,,1,1,1,0,0,2.65,1,78,52.5,1,,,,0,0,0,11,,36,36,0,,0,0,0,1,0,10.5,0,57,69,0,,1,0,0,0,0,10.36,1,34,38,0,,1,0,0,0,0,18,0,30,38,0,,1,0,0,0,0,9,1,38,30,1
0,0,1,0,0,2.5,0,35,37,0,,0,0,0,0,0,9.6,1,27,30,0,,1,0,0,1,0,12.10776,1,86,77,1,,1,0,0,0,0,13.8,0,40,37,1,,1,0,0,0,0,7.2,1,36,31,0,,1,0,0,1,0,14.91849,1,58.5,77,0,,0,1,0,0,0,12.6,0,26,26,1,,1,0,0,0,0,7.804,1,31,35,0,,0,0,0,0,0,9,0,27,32,0,,1,1,1,0,0,2.65,1,62,76,0
1,0,1,0,0,12,0,36,41,0,,0,0,1,0,0,7.95,1,53,52,1,,1,0,0,0,0,18,0,33,39,0,,1,1,1,0,0,2.7,1,80,51,1,,0,0,0,0,0,5.4,1,39,32,1,,0,1,0,0,0,4.8,1,48,42,1,,0,0,1,0,0,5.3,0,38,48,1,,1,,0,0,0,14.62,1,34,42,,,1,0,0,0,0,13.8,1,42,38,1,,0,0,0,0,0,12.6,1,31,35,0
1,0,0,0,0,9.64,1,32,32,1,,0,1,1,0,0,3.71,0,52,50.4,0,,1,0,0,0,0,11.4,1,26,34,1,,1,1,0,0,0,9.7,1,44,35,1,,0,0,0,0,0,9.6,0,28,30,1,,,,0,0,0,9.7,,30.6,31.7,0,,1,0,0,0,0,12,1,35.3,35,1,,1,1,0,1,0,11.02671,1,77,73,1,,1,0,1,0,0,5.3,1,51.3,54,0,,1,0,1,0,0,4.103657,1,70,51,
1,0,1,0,0,5,1,51,51,0,,0,0,0,1,0,13.18881,1,70,67,1,,1,0,0,0,0,15.6,0,37,39,1,,1,0,0,0,1,10.2,1,210,120,1,,1,0,0,0,0,12.6,1,35,35,1,,1,0,0,1,0,17.5,0,61.5,73.3,1,,1,0,1,0,0,17.48971,1,52,54,,,1,1,1,0,0,5,1,47.5,42,1,,1,1,0,0,0,12,0,37,35,1,,1,1,0,1,0,8.87,1,80,70,1
0,1,0,1,0,3.24315,1,104,80,1,,1,0,0,0,0,16.8,0,33.7,38,1,,1,0,0,0,0,7.2,1,31,31,1,,1,1,1,0,0,6,1,120,64,1,,0,1,0,0,0,12.6,0,23.5,26,1,,1,1,0,0,0,5.6,1,105,54,1,,1,1,0,1,0,12.9726,1,105,74,1,,0,0,0,0,0,2.4,1,135,62,1,,1,0,0,0,0,13.4,1,37,37.2,1,,1,0,0,0,0,12.35,1,36,37.5,0
0,0,0,0,0,15,0,26,33,0,,0,1,0,0,0,7.2,1,28,30,0,,0,0,0,0,0,12,1,29,33,0,,1,0,0,0,0,11.4,1,28,29,1,,1,0,0,0,0,9.6,0,33,36,1,,0,0,0,0,0,8.69,1,34,37,1,,0,0,0,0,0,12,1,33,36,0,,0,0,0,0,0,12.6,1,26,30,1,,0,1,1,0,0,2.65,1,49,53,1,,1,1,1,0,0,7,1,58,58,1
0,1,1,0,0,2.2,0,61,57,1,,1,1,1,0,0,2.65,1,81,60.1,1,,1,0,1,0,0,5,0,40,49,1,,1,1,0,1,0,10.77,1,51,58,0,,0,1,1,0,0,7.6,0,39,39.6,1,,1,1,1,0,0,2.5,1,83,64,1,,0,1,0,0,1,17.5,1,50,63,1,,0,0,0,0,0,16.8,0,29.5,39,0,,1,0,0,1,0,3.7,1,66,64.7,1,,1,0,0,0,1,6.6,1,85,97,0
0,1,1,0,0,6,1,75.5,68,1,,1,0,0,0,0,7.2,0,35,36,0,,0,1,1,0,0,5.3,1,231,80,1,,0,1,0,1,0,9.35,1,165,100,1,,0,0,0,1,0,14.26986,1,55,60,1,,0,0,0,1,0,14.91849,1,50.2,80,0,,1,0,0,0,0,7.2,0,33,38,1,,1,0,0,0,0,3.23,1,29.5,32,1,,1,1,0,0,0,1.78,1,73,43,1,,1,0,0,0,0,13.8,1,43,38,1
1,1,0,0,0,2.6,1,53,36,1,,1,1,1,0,0,5.3,1,80,52.2,0,,1,0,0,0,0,10.2,0,35,36,1,,1,0,0,0,0,12.6,0,29,34,1,,0,0,1,0,0,2.65,0,35,44.7,0,,1,0,0,0,0,5.4,0,42,35,0,,1,1,1,0,0,5,1,83,62,1,,1,1,0,1,0,14.26986,1,47,55,0,,0,1,0,0,0,15.6,1,31,31,0,,0,0,0,0,0,11.4,1,30,32,1
1,0,0,0,0,11.4,1,34,35,1,,1,0,0,0,0,9.6,0,30,37,0,,1,1,0,0,0,12.6,1,33,33,0,,0,0,0,0,0,5.7,1,26,28,0,,0,0,0,1,0,15,0,54,59,1,,1,1,1,0,0,1.5,0,130,64.6,1,,1,0,0,0,0,16.169,1,28.5,35,1,,0,0,1,0,0,2.65,1,47,51.1,0,,1,0,0,0,0,3.6,0,37.5,38,1,,1,1,0,1,0,11.24292,0,59,78,0
0,1,0,0,0,6.1,0,27,30,1,,0,0,1,0,0,21,0,47,51,1,,1,0,0,0,0,15.6,0,36,38,1,,1,1,0,1,0,10.5,1,72,72,0,,0,0,0,0,0,11.3,1,40,39,0,,1,1,0,1,0,3.45936,1,65,69,1,,1,0,1,0,0,3.763,0,44,60,1,,1,1,1,0,0,3,1,65,54,1,,1,0,0,0,0,10.8,1,36.5,35,1,,1,1,0,0,0,10.906,1,29,34,1
1,0,0,0,0,16.8,0,35.3,38,1,,0,0,0,0,0,14.6,1,26.5,33.3,0,,1,0,0,1,0,16.86438,1,60,74,0,,0,0,1,0,0,5,0,37,38,1,,1,0,1,0,0,9,0,68,58,1,,1,0,1,0,0,5,1,38,44,1,,1,1,0,1,0,6.4863,1,70,78,1,,0,1,0,0,1,6.6,1,85,74,1,,1,0,0,0,0,11.4,0,38,38,1,,0,1,0,1,0,2,1,79,61,1
